breadcrumbs,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"Men,Christian Louboutin,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9f/P00577979.jpg,Christian Louboutin,Lou Spikes Orlato sneakers,€ 669,,,P00577979,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","A signature style of the brand, these Lou Spikes Orlato sneakers from Christian Louboutin come in blue with leather uppers, rubber soles, and the iconic Louboutin spikes at the toe cap.upper: fabric lining: leather trim: calf leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Vers Blu Argento/Marine Mat comes with extra laces True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9f/P00577979_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9f/P00577979_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9f/P00577979_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9f/P00577979_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9f/P00577979_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9f/P00577979_d4.jpg"
"Men,Loro Piana,Shoes,Espadrilles",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00452706.jpg,Loro Piana,Seaside Walk suede espadrilles,€ 475,,,P00452706,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","These beige Loro Piana espadrilles are beautifully crafted in Italy from unlined, water-repellent suede on rope soles handmade in Spain, and feature fold-down heels.upper: leather lining: leather trim: jute sole: leather and jute insole, rubber sole round toe Made in Italy Designer colour name: Classic Beige  Sole: rubber True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00452706_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00452706_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00452706_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00452706_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00452706_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/47/P00452706_d4.jpg"
"Men,Moncler,Shoes,Boots,Lace up boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00643724.jpg,Moncler,Mercurius lace-up boots,€ 419,,,P00643724,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","These black hiking-inspired boots from Moncler feature canvas uppers, lace-up fronts, and thickly cleated rubber soles.upper: fabric lining: fabric sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Black True to size Half sizes please take the next size down European sizes 6,5cm-2.5"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00643724_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00643724_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00643724_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00643724_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00643724_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/54/P00643724_d4.jpg"
"Men,Balmain,Sale,Previous seasons,Shoes,Sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00521429.jpg,Balmain,B-Court leather sneakers,€ 419,€ 251,40% off,P00521429,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","With all-black leather uppers, these low-top sneakers from Balmain have a classic lace-up design, with an embossed logo at the tongue and branded rubber soles.upper: cow leather lining: leather sole: leather insole, rubber sole round toe lace-up Designer colour name: Noir True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00521429_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00521429_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00521429_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00521429_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00521429_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00521429_d4.jpg"
"Men,Salomon,Shoes,Sneakers,Sports sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3e/P00703613.jpg,Salomon,XT-6 running shoes,€ 149,,,P00703613,"UK_ 6.5,EU 40,UK_ 7,EU 40 2,3,UK_ 7.5,EU 41 1,3,UK_ 8,EU 42,UK_ 8.5,EU 42 2,3,UK_ 9,EU 43 1,3,UK_ 9.5,EU 44,UK_ 10,EU 44 2,3,UK_ 10.5,EU 45 1,3,UK_ 11,EU 46,UK_ 11.5,EU 46 2,3,UK_ 12,EU 47 1,3,UK_ 12.5,EU 48","Salomon relaunches the XT-6 running shoes to offer a streamlined silhouette with long-distance capability. The abrasion-resistant TPU fabric protects against harsh terrain while the Mud Contagrip® soles and downhill chassis ensure supreme grip on uneven ground.lining: fabric sole: fabric insole, rubber sole almond toe comes with a box Designer colour name: Turtledove/Vintage Kaki/Kelp material: fabric, synthetic Made in Cambodia Fits slightly small to size - we recommend trying a half size larger UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3e/P00703613_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3e/P00703613_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3e/P00703613_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3e/P00703613_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3e/P00703613_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3e/P00703613_d4.jpg"
"Men,Loewe,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/71/P00745318.jpg,Loewe,x On Cloudventure sneakers,€ 269,,,P00745318,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Loewe and On join forces to bring you a pair of sneakers set to take your morning runs to a new level. The black Cloudventure design is crafted from breathable two-layer mesh and set on Missiongrip™ soles.upper: fabric lining: fabric sole: fabric insole, rubber sole lace-up Made in Vietnam comes with dust bags Designer colour name: Black True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/71/P00745318_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/71/P00745318_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/71/P00745318_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/71/P00745318_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/71/P00745318_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/71/P00745318_d4.jpg"
"Men,Tom Ford,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cd/P00543212.jpg,Tom Ford,Leather Wicklow slides,€ 499,,,P00543212,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46","Tom Ford elevates the classic slide style, with its leather iteration. In black, the leather slides are accented by a perforated TF logo at the uppers and sport comfortable rubber soles.upper: calf leather lining: leather sole: leather insole, rubber sole round open toe Made in Italy Designer colour name: Black True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cd/P00543212_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cd/P00543212_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cd/P00543212_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cd/P00543212_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cd/P00543212_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cd/P00543212_d4.jpg"
"Men,New Balance,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00748017.jpg,New Balance,550 leather sneakers,€ 129,,,P00748017,"US_ 7,EU 40,US_ 8,EU 41,5,US_ 9,EU 42,5,US_ 10,EU 44,US_ 11,EU 45,US_ 12,EU 46,5,US_ 13,EU 47,5","The New Balance 550s are an upgraded version of a legacy design. Made with perforated leather uppers, mesh detailing, and elevated soles, these are court sneakers for a new era.upper: leather lining: fabric trim: leather sole: fabric insole, rubber sole round toe lace-up Made in Vietnam comes with a box Designer colour name: White/Marblehead  True to size Half sizes please take the next size up US sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00748017_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00748017_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00748017_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00748017_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00748017_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00748017_d4.jpg"
"Men,Lanvin,Shoes,Formal shoes,Derby",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/07/P00662822.jpg,Lanvin,Patent leather brogues,€ 539,,,P00662822,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46",Finish off formal looks with these elegant brogues from Lanvin. They're made in Italy from glossy patent leather and shaped into a classic silhouette with oval toes.upper: calf leather lining: leather sole: leather insole and sole round toe lace-up Made in Italy comes with dust bags comes with a box Designer colour name: Black  Fits large to size - we recommend trying one size smaller European sizes,"//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/07/P00662822_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/07/P00662822_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/07/P00662822_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/07/P00662822_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/07/P00662822_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/07/P00662822_d4.jpg"
"Men,Lanvin,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f2/P00662817.jpg,Lanvin,Chevron sandals,€ 305,,,P00662817,"UK_ 6,EU 40,UK_ 7,EU 41,UK_ 8,EU 42,UK_ 9,EU 43,UK_ 10,EU 44,UK_ 11,EU 45,UK_ 12,EU 46,UK_ 13,EU 47","The ultimate summer pair, these Lanvin sandals have molded rubbed footbeds for all-day, everyday comfort. They’re designed with practical ridged soles and supportive VELCRO® uppers with signature chevron and fringe detailing.upper: leather, fabric lining: fabric trim: fabric sole: rubber insole and sole round open toe VELCRO® fastening Made in China comes with a box Designer colour name: Black True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f2/P00662817_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f2/P00662817_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f2/P00662817_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f2/P00662817_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f2/P00662817_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/f2/P00662817_d4.jpg"
"Men,Lanvin,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/75/P00693228.jpg,Lanvin,Bumpr suede-trimmed sneakers,€ 425,,,P00693228,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Sporting eye-catching washed detailing on the laces and sole, these low-top corduroy sneakers from Lanvin are finished with suede JL logos at the lateral sides.upper: fabric lining: leather, fabric trim: leather sole: fabric insole, rubber sole round toe lace-up Made in Portugal comes with extra laces comes with dust bags comes with a box Designer colour name: Dark Grey/Grey  True to size Half sizes please take the next size up European sizes 5,0cm-2"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/75/P00693228_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/75/P00693228_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/75/P00693228_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/75/P00693228_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/75/P00693228_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/75/P00693228_d4.jpg"
"Men,Lanvin,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/09/P00693219.jpg,Lanvin,Bumpr suede-paneled sneakers,€ 379,,,P00693219,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Lanvin's Bumpr sneakers sport eye-catching ombré accents on the laces and soles. They're paneled with leather and suede and feature logo debossing at the sides.upper: fabric lining: leather, fabric trim: leather sole: fabric insole, rubber sole round toe lace-up Made in Portugal comes with extra laces comes with dust bags comes with a box Designer colour name: Optic White  True to size Half sizes please take the next size up European sizes 5,0cm-2"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/09/P00693219_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/09/P00693219_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/09/P00693219_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/09/P00693219_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/09/P00693219_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/09/P00693219_d4.jpg"
"Men,Hoka One One,Shoes,Sneakers,Sports sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00758303.jpg,Hoka One One,Mafate Origins running shoes,€ 169,,,P00758303,"US_ 8,EU 41 1,3,US_ 9,EU 42 2,3,US_ 10,EU 44,US_ 11,EU 45 1,3,US_ 12,EU 46 2,3,US_ 13,EU 48","Designed for support and comfort, the white Mafate Origins running shoes from Hoka One One are crafted from ripstop fabric with elasticated laces, and Zero Gravity Technology soles.upper: fabric lining: fabric sole: fabric insole, rubber sole round toe lace-up Made in Vietnam comes with a box comes with extra laces Designer colour name: White / Lunar Rock True to size Half sizes please take the next size up European sizes 5,5cm-2"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00758303_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00758303_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00758303_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00758303_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00758303_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9a/P00758303_d4.jpg"
"Men,Lanvin,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7b/P00662854.jpg,Lanvin,Curb suede sneakers,€ 719,,,P00662854,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Distinguished by oversized herringbone laces and padded tongues, Lanvin's paneled suede Curb sneakers offer superior comfort with maximum effect.upper: leather lining: fabric sole: leather insole, rubber sole round toe lace-up Made in Italy comes with dust bags comes with a box Designer colour name: Blue True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7b/P00662854_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7b/P00662854_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7b/P00662854_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7b/P00662854_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7b/P00662854_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7b/P00662854_d4.jpg"
"Men,Loro Piana,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00761368.jpg,Loro Piana,Weekend Walk sneakers,€ 565,,,P00761368,"EU_ 40,EU_ 41,EU_ 42,EU_ 42.5,EU_ 43,EU_ 44","The Weekend Walk sneakers from Loro Piana are expertly crafted from the brand’s Wind microfiber that’s lightweight, crease-resistant, and soft. Treated with Storm System® for a waterproof finish, they feature suede trims and ultra-lightweight rubber soles.upper: leather, fabric lining: leather, fabric sole: leather insole, rubber sole almond toe lace-up Made in Italy comes with a box comes with dust bags Designer colour name: Sand Shell True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00761368_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00761368_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00761368_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00761368_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00761368_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00761368_d4.jpg"
"Men,Loro Piana,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00440573.jpg,Loro Piana,Summer Walk suede moccasins,€ 635,,,P00440573,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","With blue suede uppers and off-white rubber soles, these moccasins from Loro Piana have a slip-on design for a casual silhouette.upper: calf leather lining: leather sole: leather insole, rubber sole round toe Made in Italy Designer colour name: Blue True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00440573_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00440573_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00440573_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00440573_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/da/P00440573_d3.jpg"
"Men,Loro Piana,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00641982.jpg,Loro Piana,Nuages suede sneakers,€ 665,,,P00641982,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","These minimalist sneakers from Loro Piana are crafted in Italy from suede and have been treated with a water-repellent, stain-resistant finish.upper: goat leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Autumn Chestnut True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00641982_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00641982_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00641982_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00641982_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00641982_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00641982_d4.jpg"
"Men,Gucci,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cf/P00674125.jpg,Gucci,GG canvas sandals,€ 499,,,P00674125,"UK_ 6,EU 40,UK_ 7,EU 41,UK_ 8,EU 42,UK_ 9,EU 43,UK_ 10,EU 44,UK_ 11,EU 45,UK_ 12,EU 46,UK_ 13,EU 47","Made from GG logo-printed canvas, these open-toed sandals from Gucci have double buckle straps.upper: fabric lining: leather sole: fabric insole, rubber sole round open toe buckle fastening Made in Italy comes with dust bags Designer colour name: Beige/Blue/Blue True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cf/P00674125_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cf/P00674125_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cf/P00674125_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cf/P00674125_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cf/P00674125_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cf/P00674125_d4.jpg"
"Men,Balmain,Sale,Previous seasons,Shoes,Sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00521430.jpg,Balmain,B-Court leather sneakers,€ 419,€ 251,40% off,P00521430,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","In all white leather uppers, these low-top sneakers from Balmain have a classic lace-up design, with an embossed logo at the tongue and branded rubber soles.upper: cow leather lining: leather sole: leather insole, rubber sole round toe lace-up Designer colour name: Blanc True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00521430_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00521430_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00521430_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00521430_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00521430_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00521430_d4.jpg"
"Men,Designers,Loro Piana",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00497148.jpg,Loro Piana,Suede Open Walk ankle boots,€ 695,,,P00497148,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Loro Piana's classic ankle boots in grey are crafted from water-repellent suede and finished with rubber soles, ideal for casual or formal wear.upper: calf leather lining: leather sole: leather insole, rubber sole round toe Made in Italy Designer colour name: Grey True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00497148_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00497148_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00497148_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00497148_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00497148_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/64/P00497148_d4.jpg"
"Men,Loewe,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cb/P00745317.jpg,Loewe,x On Cloudventure sneakers,€ 269,,,P00745317,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Loewe and On join forces to bring you a pair of sneakers set to take your morning runs to a new level. The white Cloudventure design is crafted from breathable two-layer mesh and set on Missiongrip™ soles.upper: fabric lining: fabric sole: fabric insole, rubber sole lace-up Made in Vietnam comes with dust bags, comes with a box Designer colour name: White True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cb/P00745317_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cb/P00745317_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cb/P00745317_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cb/P00745317_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cb/P00745317_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cb/P00745317_d4.jpg"
